year,month,day_of_month,day_of_week,op_unique_carrier,origin,dest,crs_dep_time,distance,dep_delay,IsDelayed
2024,3,24,7,AA,MCO,DFW,802,985.0,-6.0,0
2024,12,6,5,MQ,DFW,TLH,1755,767.0,-4.0,0
2024,6,17,1,AA,LAX,KOA,1001,2504.0,-6.0,0
2024,7,14,7,UA,ORD,LAS,1545,1514.0,185.0,1
2024,6,11,2,MQ,DFW,XNA,1020,280.0,0.0,0
2024,11,11,1,WN,SAN,DAL,1340,1182.0,29.0,0
2024,10,4,5,WN,STL,AUS,940,721.0,0.0,0
2024,6,27,4,F9,IAH,MDW,1112,917.0,0.0,0
2024,4,11,4,WN,HOU,ATL,1745,696.0,-5.0,0
2024,12,10,2,WN,SLC,LAS,1610,368.0,-6.0,0
2024,3,26,2,WN,MCO,PIT,1630,834.0,10.0,0
2024,5,28,2,B6,MCO,JFK,1030,944.0,-2.0,0
2024,12,6,5,YX,RDU,PHL,1310,337.0,-9.0,0
2024,10,3,4,DL,ATL,ICT,2050,782.0,-2.0,0
2024,3,5,2,UA,EWR,FLL,1429,1065.0,-4.0,0
2024,3,15,5,AA,DFW,TUS,2258,813.0,84.0,1
2024,7,15,1,DL,TPA,CVG,1815,773.0,4.0,0
2024,9,1,7,OO,MAF,DFW,1605,309.0,-13.0,0
2024,5,29,3,AA,JFK,SFO,600,2586.0,-7.0,0
2024,8,15,4,NK,MCO,BOS,1435,1121.0,10.0,1
2024,2,8,4,AA,RDU,LAX,1806,2239.0,-9.0,0
2024,4,15,1,OO,TUS,SLC,1705,601.0,-15.0,0
2024,3,20,3,OO,PHX,PDX,1417,1009.0,5.0,0
2024,8,26,1,OH,CAE,CLT,1615,88.0,-14.0,0
2024,11,4,1,AA,DTW,MIA,600,1145.0,-2.0,0
2024,8,12,1,WN,PHX,LAX,1150,370.0,0.0,0
2024,9,12,4,OO,DEN,JAC,1540,406.0,-1.0,0
2024,10,7,1,DL,DFW,SLC,1245,989.0,3.0,0
2024,7,10,3,AA,LAS,CLT,1159,1916.0,-1.0,0
2024,11,18,1,UA,SLC,IAH,700,1195.0,224.0,1
2024,6,28,5,OO,SAN,STS,2021,508.0,-2.0,0
2024,11,1,5,AA,MCO,CLT,1042,468.0,-9.0,0
2024,2,18,7,WN,DEN,AUS,2000,775.0,25.0,1
2024,8,3,6,AA,LIH,PHX,2110,2979.0,-7.0,0
2024,5,23,4,OO,MTJ,DEN,1340,196.0,-10.0,0
2024,10,4,5,WN,BUF,BWI,540,281.0,-4.0,0
2024,1,24,3,AA,BOS,DFW,1146,1562.0,-6.0,1
2024,5,5,7,DL,DTW,RDU,1540,501.0,-6.0,0
2024,8,11,7,OO,SGU,DEN,1727,517.0,32.0,1
2024,5,7,2,YX,BOS,DCA,1930,399.0,-8.0,0
2024,3,30,6,WN,RSW,BWI,510,919.0,-5.0,0
2024,8,10,6,AA,CLT,DCA,1834,331.0,-3.0,0
2024,10,6,7,WN,ROC,LAS,1650,2040.0,20.0,0
2024,4,7,7,UA,IAH,AUS,1700,140.0,43.0,1
2024,5,23,4,YX,ORF,IAD,1030,157.0,-8.0,0
2024,9,28,6,OH,CLT,LEX,1313,281.0,293.0,1
2024,12,5,4,UA,MCO,ORD,1800,1005.0,5.0,1
2024,11,3,7,AA,ELP,PHX,1538,347.0,-10.0,0
2024,9,28,6,OO,ORD,FWA,1050,157.0,23.0,1
2024,6,27,4,WN,ELP,SAT,1650,496.0,28.0,1
2024,4,23,2,YX,SDF,IAD,935,451.0,7.0,0
2024,5,10,5,HA,HNL,OGG,945,100.0,3.0,0
2024,5,21,2,WN,LIT,STL,625,296.0,0.0,0
2024,10,11,5,WN,STL,MCI,940,237.0,-5.0,0
2024,1,28,7,YX,BOS,CVG,545,752.0,-12.0,0
2024,4,20,6,NK,BOS,RSW,520,1249.0,-3.0,0
2024,5,27,1,DL,LGA,DFW,820,1389.0,-14.0,0
2024,4,21,7,OO,MDT,ORD,1046,594.0,-11.0,0
2024,9,9,1,OO,BIS,MSP,1119,386.0,-9.0,0
2024,9,27,5,F9,DTW,ATL,1602,594.0,32.0,1
2024,10,24,4,OO,LCH,DFW,1208,295.0,9.0,0
2024,6,14,5,UA,DEN,MTJ,1905,196.0,40.0,1
2024,3,13,3,WN,SAN,OAK,1350,446.0,-1.0,0
2024,2,6,2,WN,DEN,MDW,1900,895.0,0.0,0
2024,5,12,7,G4,LAX,MEM,730,1619.0,-6.0,0
2024,4,24,3,AA,DFW,SAT,1225,247.0,-3.0,0
2024,9,8,7,DL,SAT,DTW,515,1214.0,-13.0,0
2024,6,14,5,WN,SJU,MCO,1130,1189.0,-2.0,0
2024,2,5,1,OO,DFW,TYR,1647,102.0,-7.0,0
2024,7,20,6,WN,TUL,AUS,1245,426.0,-5.0,0
2024,8,20,2,9E,ATL,TRI,904,227.0,-5.0,0
2024,5,25,6,UA,IAD,DEN,2015,1452.0,-10.0,0
2024,12,8,7,OO,SFO,LAS,1016,414.0,-8.0,0
2024,5,27,1,AA,EWR,DFW,847,1372.0,0.0,0
2024,11,11,1,OH,BGR,DCA,1243,590.0,-11.0,0
2024,7,3,3,WN,BNA,HOU,1500,670.0,-9.0,0
2024,10,20,7,NK,MCO,DTW,1720,957.0,-4.0,0
2024,5,17,5,AA,RDU,DCA,655,227.0,4.0,0
2024,5,13,1,UA,IAD,EWR,2217,212.0,49.0,1
2024,2,13,2,HA,SMF,OGG,725,2404.0,8.0,0
2024,9,26,4,UA,IAH,BOS,740,1597.0,-1.0,0
2024,8,20,2,WN,PVD,MCO,1330,1072.0,76.0,1
2024,10,2,3,MQ,DFW,CMI,1315,693.0,-4.0,0
2024,4,26,5,AA,PHX,LAX,1404,370.0,3.0,0
2024,2,24,6,MQ,BWI,ORD,1147,622.0,-7.0,0
2024,3,27,3,B6,SFO,LAX,1403,337.0,-3.0,0
2024,9,20,5,WN,MDW,PIT,825,402.0,31.0,0
2024,10,14,1,NK,IAH,MCO,1346,854.0,-4.0,0
2024,3,8,5,WN,MSP,MDW,1015,349.0,6.0,0
2024,1,17,3,WN,OAK,LAX,945,337.0,24.0,0
2024,12,17,2,DL,PBI,BOS,1115,1197.0,-7.0,0
2024,1,22,1,WN,RSW,IND,1615,945.0,1.0,0
2024,8,1,4,WN,DEN,MCI,800,533.0,-2.0,0
2024,8,24,6,AA,RDU,DFW,655,1061.0,-2.0,0
2024,5,1,3,AA,LGA,MIA,645,1096.0,-4.0,0
2024,10,2,3,WN,SJC,AUS,1140,1476.0,7.0,0
2024,10,30,3,WN,HOU,DEN,1430,883.0,-3.0,0
2024,1,4,4,AA,GSP,DFW,1617,862.0,3.0,0
2024,5,6,1,NK,FLL,LGA,605,1076.0,0.0,0
2024,5,25,6,WN,ONT,PHX,635,325.0,-5.0,0
2024,3,21,4,NK,ACY,MYR,1912,466.0,60.0,1
2024,8,8,4,AA,PHX,SBP,1350,509.0,0.0,0
2024,5,28,2,B6,EWR,FLL,1810,1065.0,12.0,0
2024,10,10,4,F9,SFO,SAN,1538,447.0,-6.0,0
2024,5,7,2,AA,ORD,PHX,615,1440.0,-6.0,1
2024,12,23,1,OO,LAX,SFO,1441,337.0,47.0,1
2024,5,6,1,NK,LAX,LAS,1936,236.0,-4.0,0
2024,11,24,7,WN,OAK,BUR,1115,325.0,4.0,0
2024,12,2,1,UA,SEA,ORD,2355,1721.0,-4.0,0
2024,9,6,5,UA,ORD,BDL,1818,783.0,7.0,0
2024,2,26,1,WN,ICT,DEN,1450,420.0,66.0,1
2024,4,3,3,UA,SFO,PHL,850,2521.0,17.0,1
2024,1,2,2,UA,IAD,AUS,815,1297.0,-3.0,0
2024,6,25,2,OH,DCA,ALB,1017,318.0,23.0,0
2024,7,7,7,WN,SJC,SAN,735,417.0,-8.0,0
2024,3,19,2,OO,CHA,ORD,1208,501.0,121.0,1
2024,7,19,5,AA,DFW,STL,1502,550.0,17.0,0
2024,5,24,5,DL,DCA,ATL,1600,547.0,0.0,0
2024,5,12,7,G4,AZA,XNA,1727,1006.0,-3.0,0
2024,12,2,1,NK,CMH,LGA,1009,479.0,-6.0,0
2024,4,9,2,HA,OGG,HNL,1410,100.0,-6.0,0
2024,12,6,5,WN,PHX,DEN,1220,602.0,18.0,1
2024,7,12,5,AA,MSP,DFW,1907,852.0,-2.0,0
2024,3,26,2,WN,CVG,DEN,1250,1069.0,-2.0,0
2024,2,2,5,OO,SMF,SAN,1715,480.0,76.0,1
2024,11,11,1,OO,DFW,SJT,1645,229.0,-5.0,0
2024,5,10,5,DL,BOS,LAS,1945,2381.0,-4.0,0
2024,5,29,3,AA,ICT,DFW,1833,328.0,27.0,1
2024,9,8,7,OO,SAN,FAT,2029,314.0,-1.0,0
2024,4,19,5,AA,PHX,PSP,1030,261.0,-7.0,0
2024,8,6,2,DL,ATL,BWI,1957,577.0,105.0,1
2024,11,3,7,WN,LGB,PHX,655,355.0,-3.0,0
2024,11,18,1,WN,BDL,BWI,740,283.0,41.0,1
2024,11,22,5,AA,CHS,PHL,1106,550.0,-2.0,0
2024,8,5,1,MQ,BOS,CMH,1145,640.0,4.0,0
2024,6,29,6,UA,EWR,RDU,748,416.0,-2.0,0
2024,3,7,4,AA,SAT,MIA,523,1143.0,-4.0,0
2024,1,4,4,UA,ORD,SRQ,1825,1050.0,54.0,1
2024,12,27,5,DL,ATL,RNO,957,1993.0,69.0,1
2024,3,24,7,DL,MSP,PHL,713,980.0,-3.0,0
2024,10,25,5,WN,DAL,DEN,1530,651.0,34.0,1
2024,9,5,4,AA,DFW,ONT,1852,1188.0,-5.0,0
2024,7,16,2,WN,TPA,ATL,1100,406.0,31.0,1
2024,7,28,7,DL,ATL,DAB,911,366.0,-4.0,0
2024,5,19,7,AA,PHL,MCO,1353,861.0,12.0,1
2024,9,10,2,MQ,ORD,MSP,1356,334.0,-2.0,0
2024,6,6,4,G4,CVG,LAS,1124,1678.0,-7.0,0
2024,1,27,6,WN,RNO,PHX,505,601.0,-3.0,0
2024,4,11,4,OO,DTW,LEX,1614,296.0,-4.0,0
2024,12,6,5,WN,ISP,MCO,1210,971.0,8.0,0
2024,2,12,1,NK,SJU,ORD,1525,2072.0,-8.0,0
2024,7,18,4,AA,SEA,DFW,114,1660.0,37.0,1
2024,6,13,4,YX,BOS,PHL,810,280.0,-7.0,0
2024,11,15,5,NK,TPA,LAS,700,1984.0,-6.0,0
2024,11,16,6,WN,LAS,DAL,1805,1067.0,10.0,0
2024,6,18,2,AA,FLL,DFW,657,1119.0,-6.0,0
2024,12,1,7,OO,DEN,HYS,2104,298.0,-7.0,0
2024,1,26,5,OO,SFO,PSP,1515,421.0,-7.0,0
2024,10,30,3,9E,BTR,ATL,1700,448.0,-1.0,1
2024,4,17,3,AS,BOS,SEA,1100,2496.0,70.0,1
2024,3,5,2,DL,PHX,JFK,1249,2153.0,4.0,0
2024,9,12,4,F9,DEN,DSM,1450,589.0,20.0,1
2024,6,28,5,UA,EWR,ORD,900,719.0,7.0,0
2024,3,20,3,AA,EYW,DFW,1315,1089.0,34.0,1
2024,3,23,6,DL,PWM,ATL,600,1027.0,85.0,1
2024,9,28,6,DL,MCO,ATL,1205,404.0,4.0,0
2024,6,24,1,AA,CLT,EWR,1649,529.0,4.0,1
2024,11,26,2,UA,LAX,LAS,1654,236.0,8.0,1
2024,10,13,7,YX,BWI,BOS,1955,369.0,-1.0,0
2024,8,16,5,DL,JFK,DTW,1929,509.0,15.0,0
2024,4,15,1,WN,DAL,LIT,900,296.0,-4.0,0
2024,2,21,3,WN,MDW,TPA,750,997.0,-2.0,0
2024,1,17,3,OO,DEN,SGU,2050,517.0,9.0,0
2024,7,2,2,YX,EYW,DCA,1205,1023.0,-5.0,0
2024,6,26,3,DL,DEN,MSP,1426,680.0,47.0,1
2024,2,7,3,OO,OKC,ORD,743,693.0,-7.0,0
2024,11,15,5,DL,MOB,ATL,1735,302.0,-8.0,0
2024,5,5,7,AS,SEA,SJC,1545,696.0,24.0,1
2024,4,22,1,WN,ATL,SRQ,1100,444.0,-5.0,0
2024,7,28,7,AS,SEA,ANC,1339,1448.0,41.0,1
2024,5,24,5,UA,TPA,DEN,824,1506.0,-6.0,0
2024,11,22,5,MQ,STL,ORD,1719,258.0,34.0,1
2024,10,19,6,WN,LAX,PHX,1805,370.0,-6.0,0
2024,1,2,2,OO,MDT,ORD,1734,594.0,1.0,0
2024,9,11,3,AA,DFW,PIT,1041,1067.0,-4.0,0
2024,4,3,3,WN,SAV,BNA,1730,417.0,3.0,0
2024,7,15,1,9E,TYS,MSP,633,792.0,35.0,1
2024,6,9,7,HA,KOA,HNL,2025,163.0,2.0,0
2024,12,26,4,WN,ATL,DAL,1040,721.0,196.0,1
2024,9,22,7,NK,CHS,EWR,1302,628.0,-11.0,1
2024,9,4,3,AS,BOS,SEA,1000,2496.0,-8.0,0
2024,2,29,4,AA,PHX,PSP,1751,261.0,-7.0,0
2024,8,2,5,DL,ATL,DCA,917,547.0,0.0,0
2024,3,17,7,DL,JFK,SLC,1730,1990.0,-6.0,0
2024,12,6,5,OO,ORD,SBN,1935,84.0,10.0,0
2024,8,16,5,UA,DEN,IAD,1600,1452.0,168.0,1
2024,6,6,4,DL,MSP,BIL,2150,748.0,46.0,1
2024,12,24,2,OH,CAK,DCA,602,274.0,-8.0,0
2024,10,4,5,DL,AUS,ATL,1802,813.0,2.0,0
2024,3,1,5,UA,HDN,DEN,710,141.0,-9.0,0
2024,4,4,4,OO,ORD,MSN,1540,108.0,126.0,1
2024,6,20,4,WN,COS,LAS,1535,604.0,32.0,1
2024,6,11,2,AA,PHL,DFW,1725,1303.0,72.0,1
2024,1,15,1,F9,PDX,PHX,916,1009.0,0.0,0
2024,3,14,4,OO,MSP,GRB,1010,252.0,-4.0,0
2024,12,24,2,OO,ORD,PIA,1000,130.0,5.0,0
2024,7,7,7,UA,IAH,RSW,1815,861.0,45.0,1
2024,5,30,4,UA,AUS,SFO,2000,1504.0,7.0,0
2024,10,21,1,MQ,MLU,DFW,550,293.0,-5.0,0
2024,11,21,4,F9,PHL,MCO,1921,861.0,8.0,0
2024,4,21,7,NK,ORD,RSW,819,1120.0,1.0,0
2024,10,15,2,OO,PHX,SMF,1348,647.0,-2.0,0
2024,10,17,4,AS,SMF,SEA,1650,605.0,-9.0,0
2024,6,10,1,WN,PHX,ELP,830,347.0,-2.0,0
2024,3,5,2,AA,EWR,DFW,900,1372.0,-4.0,0
2024,5,19,7,UA,SFO,KOA,855,2367.0,-2.0,0
2024,5,24,5,DL,CVG,ATL,1831,373.0,28.0,0
2024,10,11,5,DL,BOS,ATL,1220,946.0,-4.0,0
2024,10,7,1,9E,IAD,MSP,1829,908.0,-10.0,0
2024,12,28,6,F9,LAS,DEN,1440,628.0,-6.0,0
2024,5,1,3,B6,EWR,TPA,1635,997.0,14.0,0
2024,1,11,4,NK,MCO,MCI,2001,1072.0,4.0,1
2024,5,29,3,DL,ATL,VPS,1022,250.0,-5.0,0
2024,9,7,6,AA,SAT,CLT,629,1095.0,-7.0,0
2024,6,30,7,DL,MSY,LAX,1955,1670.0,-5.0,0
2024,3,25,1,DL,ATL,HPN,940,780.0,-4.0,0
2024,9,22,7,WN,MSY,ATL,1040,425.0,-7.0,0
2024,5,8,3,DL,ATL,SJU,1300,1547.0,-2.0,0
2024,10,29,2,WN,DEN,MDW,1720,895.0,-4.0,0
2024,5,14,2,WN,MSY,HOU,1415,302.0,9.0,0
2024,1,25,4,NK,ATL,MCO,640,404.0,0.0,0
2024,8,17,6,AA,CLT,AVP,2225,509.0,33.0,1
2024,9,9,1,MQ,HHH,CLT,1217,207.0,-5.0,0
2024,3,19,2,WN,CMH,RSW,1525,930.0,-5.0,0
2024,7,31,3,DL,ATL,TPA,1825,406.0,4.0,1
2024,3,11,1,AA,CLT,LGA,1446,544.0,41.0,1
2024,12,18,3,OO,BNA,DFW,800,631.0,-10.0,0
2024,10,9,3,YX,BOS,CVG,845,752.0,-2.0,0
2024,4,21,7,UA,SFO,LAX,600,337.0,9.0,0
2024,3,29,5,F9,ORD,MCO,1821,1005.0,-8.0,0
2024,10,7,1,UA,DEN,OMA,1342,472.0,-6.0,0
2024,9,19,4,9E,JFK,IAD,1545,228.0,-4.0,0
2024,9,26,4,UA,SFO,DEN,1425,967.0,5.0,0
2024,4,2,2,UA,TPA,ORD,2050,1012.0,-8.0,0
2024,9,24,2,OH,CLE,PHL,1243,363.0,-2.0,0
2024,8,16,5,UA,BUF,ORD,700,474.0,7.0,1
2024,3,4,1,AA,MCO,PHX,1729,1849.0,2.0,0
2024,12,29,7,WN,RSW,MKE,1625,1183.0,89.0,1
2024,11,29,5,OO,SBN,ATL,630,566.0,0.0,1
2024,2,2,5,UA,SYR,EWR,600,195.0,-9.0,0
2024,3,18,1,AA,PNS,DFW,700,604.0,-7.0,0
2024,4,13,6,WN,LAX,OAK,830,337.0,-5.0,0
2024,2,23,5,WN,TPA,SJU,1420,1237.0,0.0,0
2024,11,7,4,HA,ITO,HNL,1030,216.0,-4.0,1
2024,8,19,1,OO,SYR,DTW,947,374.0,-3.0,0
2024,9,23,1,F9,CLT,ORD,1226,599.0,16.0,1
2024,12,12,4,WN,SAN,MSY,1115,1599.0,1.0,0
2024,8,21,3,B6,ACK,LGA,1345,202.0,-7.0,0
2024,8,25,7,AS,DLG,ANC,1114,329.0,-10.0,0
2024,7,15,1,AS,SEA,OAK,2144,672.0,36.0,1
2024,5,29,3,AA,DTW,DFW,1243,986.0,138.0,1
2024,12,8,7,UA,TPA,ORD,1435,1012.0,-5.0,0
2024,5,24,5,WN,SMF,GEG,1105,649.0,2.0,0
2024,4,26,5,UA,SEA,SFO,1630,679.0,-1.0,0
2024,4,25,4,WN,ROC,MCO,1255,1033.0,-4.0,0
2024,9,10,2,YX,LGA,IND,1110,660.0,-12.0,0
2024,1,9,2,WN,ELP,DAL,950,562.0,0.0,0
2024,10,3,4,DL,JFK,MCO,1940,944.0,-1.0,0
2024,4,25,4,MQ,DFW,LFT,2110,351.0,-2.0,0
2024,9,27,5,AS,ANC,PDX,131,1542.0,-2.0,0
2024,10,12,6,WN,DEN,BOS,925,1754.0,0.0,0
2024,10,18,5,AA,JFK,MIA,1825,1089.0,-2.0,0
2024,4,27,6,DL,BUF,ATL,600,712.0,116.0,1
2024,6,4,2,OO,DEN,BIL,1532,455.0,3.0,0
2024,8,31,6,NK,BWI,DFW,1812,1217.0,-6.0,1
2024,9,12,4,YX,RIC,LGA,600,292.0,-4.0,1
2024,9,20,5,UA,PHL,DEN,1556,1558.0,3.0,0
2024,10,1,2,MQ,DFW,XNA,1647,280.0,-3.0,0
2024,12,27,5,AA,PVD,CLT,1508,683.0,3.0,0
2024,2,10,6,UA,TPA,EWR,1804,997.0,-5.0,0
2024,7,4,4,YX,ORD,IND,1810,177.0,13.0,0
2024,3,24,7,WN,ORF,BWI,1000,159.0,-5.0,0
2024,12,30,1,MQ,ORD,AVP,1314,632.0,21.0,0
2024,8,28,3,OO,BIS,DEN,1720,516.0,0.0,0
2024,10,6,7,UA,ORD,BDL,1050,783.0,9.0,0
2024,2,17,6,AS,BOS,SEA,700,2496.0,-5.0,0
2024,3,28,4,9E,ATL,CHO,1510,457.0,-7.0,0
2024,5,21,2,AA,PHL,PHX,1744,2075.0,0.0,0
2024,10,17,4,DL,MCO,JFK,1129,944.0,-1.0,0
2024,10,3,4,AA,ORD,FCA,813,1352.0,-4.0,0
2024,12,3,2,NK,DTW,ATL,1356,594.0,-8.0,0
2024,2,15,4,WN,HOU,OKC,1225,419.0,-6.0,0
2024,10,17,4,WN,DAL,HOU,700,239.0,-2.0,0
2024,11,7,4,WN,ABQ,PHX,1600,328.0,12.0,0
2024,8,28,3,AA,EWR,DFW,1652,1372.0,-4.0,0
2024,11,7,4,OO,ATW,ORD,1545,160.0,-11.0,1
2024,3,22,5,WN,SMF,DAL,1105,1442.0,0.0,0
2024,1,21,7,OH,LEX,CLT,2011,281.0,25.0,0
2024,8,15,4,OO,LAX,SFO,1850,337.0,27.0,1
2024,3,26,2,YX,ORD,IND,900,177.0,-6.0,0
2024,4,12,5,WN,MDW,PHL,1930,668.0,17.0,0
2024,10,7,1,DL,ATL,LAX,2259,1947.0,0.0,0
2024,7,10,3,DL,SAN,ATL,2230,1892.0,-3.0,0
2024,6,6,4,DL,ATL,LEX,1342,304.0,8.0,0
2024,10,20,7,AA,RIC,CLT,1817,257.0,-6.0,0
2024,6,11,2,MQ,DFW,ILM,1230,1106.0,-4.0,0
2024,5,16,4,WN,LAS,BOI,900,519.0,-1.0,0
2024,6,6,4,NK,LAX,IAH,34,1379.0,-8.0,0
2024,11,18,1,OO,LAX,SFO,1800,337.0,0.0,0
2024,2,16,5,UA,SBA,DEN,1306,916.0,147.0,1
2024,8,26,1,UA,SFO,BOS,1514,2704.0,10.0,0
2024,6,2,7,NK,LAS,MIA,926,2174.0,8.0,1
2024,3,5,2,NK,FLL,LGA,822,1076.0,-6.0,0
2024,2,15,4,MQ,CVG,ORD,718,264.0,-5.0,0
2024,11,27,3,UA,LAX,IAD,1300,2288.0,-3.0,0
2024,5,25,6,MQ,ECP,DFW,1738,685.0,2.0,0
2024,2,27,2,DL,BUF,DTW,1320,241.0,-1.0,0
2024,7,20,6,WN,BUR,LAS,1240,223.0,70.0,1
2024,12,7,6,DL,DTW,MCO,1909,957.0,-2.0,0
2024,2,8,4,DL,FLL,JFK,1128,1069.0,-7.0,0
2024,2,8,4,HA,HNL,OGG,1123,100.0,1.0,0
2024,7,31,3,WN,LGB,SMF,710,387.0,-4.0,0
2024,2,8,4,DL,ATL,HSV,1925,151.0,-1.0,0
2024,10,24,4,AA,DFW,MCI,900,460.0,-2.0,0
2024,5,3,5,DL,HNL,ATL,1533,4502.0,-2.0,0
2024,9,5,4,AS,LAX,PDX,1600,834.0,-10.0,0
2024,2,7,3,WN,DCA,MDW,2040,601.0,-7.0,0
2024,7,13,6,MQ,JAN,DFW,854,408.0,-4.0,0
2024,11,29,5,AS,SEA,LAX,800,954.0,-5.0,0
2024,3,12,2,G4,FNT,SRQ,800,1075.0,-15.0,0
2024,8,1,4,G4,PVU,LAS,830,341.0,-10.0,0
2024,9,20,5,OO,CPR,DEN,530,230.0,74.0,1
2024,7,14,7,WN,DAL,MCO,2000,973.0,-3.0,0
2024,5,5,7,MQ,ORD,MSN,1619,108.0,-1.0,0
2024,8,26,1,DL,DTW,PHL,1025,453.0,-10.0,0
2024,8,22,4,B6,JFK,BQN,1650,1576.0,23.0,1
2024,1,22,1,9E,DTW,ROC,1000,296.0,-4.0,0
2024,6,8,6,DL,ATL,PVD,929,903.0,12.0,0
2024,5,3,5,WN,BWI,CMH,2200,337.0,8.0,0
2024,8,5,1,OO,DLH,ORD,1824,397.0,83.0,1
2024,11,28,4,WN,RDU,DEN,1225,1436.0,40.0,1
2024,1,6,6,UA,LAX,IAD,1240,2288.0,-6.0,0
2024,1,2,2,DL,ATL,STL,1509,484.0,-11.0,0
2024,4,8,1,WN,PDX,OAK,855,543.0,-10.0,0
2024,10,19,6,AS,PDX,SEA,500,129.0,-7.0,0
2024,5,27,1,DL,MSP,EWR,718,1008.0,-9.0,0
2024,5,19,7,UA,BNA,EWR,1445,748.0,-2.0,0
2024,1,29,1,YX,PHL,BOS,1705,280.0,-9.0,0
2024,8,23,5,UA,EWR,BNA,1515,748.0,-4.0,0
2024,10,24,4,F9,DEN,TPA,2359,1506.0,16.0,0
2024,9,9,1,AS,SEA,DFW,1807,1660.0,33.0,1
2024,6,9,7,MQ,ORD,RAP,1242,779.0,16.0,0
2024,1,8,1,YX,JFK,BOS,1010,187.0,-1.0,0
2024,12,9,1,B6,LGA,PBI,1320,1035.0,-5.0,0
2024,12,11,3,AA,PHL,CLT,832,449.0,16.0,0
2024,7,18,4,UA,SAN,SFO,1045,447.0,-1.0,0
2024,12,8,7,F9,DEN,LAS,1320,628.0,-1.0,0
2024,11,11,1,MQ,DTW,ORD,830,235.0,-3.0,0
2024,10,26,6,DL,ATL,CHA,1935,106.0,-6.0,0
2024,5,3,5,WN,HNL,LAS,700,2762.0,-1.0,0
2024,7,1,1,WN,ONT,DEN,510,819.0,-4.0,0
2024,8,24,6,AA,LAX,HNL,1418,2556.0,1.0,0
2024,10,24,4,HA,OGG,HNL,800,100.0,-5.0,0
2024,4,18,4,WN,SLC,DEN,2155,391.0,-15.0,0
2024,12,21,6,DL,DTW,SLC,1955,1481.0,72.0,1
2024,9,7,6,DL,JFK,AUS,1820,1521.0,10.0,1
2024,12,1,7,OH,CLT,GPT,1040,577.0,-6.0,0
2024,4,24,3,WN,LAS,DSM,1135,1216.0,-8.0,0
2024,7,1,1,DL,BOS,MSP,1509,1124.0,-5.0,0
2024,6,6,4,AA,JFK,CLT,1759,541.0,23.0,1
2024,10,2,3,DL,ATL,XNA,2023,589.0,-7.0,0
2024,11,23,6,AA,SAN,ORD,645,1723.0,-6.0,0
2024,9,12,4,DL,ATL,MSY,2255,425.0,-2.0,0
2024,12,20,5,F9,RDU,TPA,1617,587.0,225.0,1
2024,3,13,3,WN,BNA,PHX,545,1449.0,-2.0,0
2024,11,8,5,DL,PBI,LGA,1859,1035.0,-2.0,0
2024,7,13,6,WN,SJC,RNO,2025,188.0,13.0,0
2024,3,25,1,AA,STL,PHL,635,814.0,-8.0,0
2024,2,9,5,WN,PHX,MDW,1840,1444.0,38.0,1
2024,12,20,5,G4,PIE,GRR,1708,1044.0,-14.0,0
2024,8,22,4,DL,MSP,ORD,1945,334.0,-2.0,0
2024,12,2,1,UA,EWR,STL,2129,872.0,-8.0,0
2024,3,25,1,AA,LIT,CLT,1105,640.0,43.0,1
2024,9,11,3,OO,OKC,IAH,1330,395.0,-3.0,0
2024,6,11,2,UA,SMF,ORD,1410,1781.0,-5.0,0
2024,11,21,4,9E,LGA,CLT,1659,544.0,-5.0,0
2024,4,7,7,DL,HPN,MCO,729,972.0,-5.0,0
2024,4,9,2,DL,IAH,SLC,1155,1195.0,52.0,1
2024,3,11,1,OO,MSP,DLH,910,144.0,-2.0,0
2024,4,16,2,OO,DEN,HLN,1909,594.0,-1.0,0
2024,1,28,7,OO,MSO,SLC,1810,436.0,-12.0,0
2024,4,20,6,MQ,RAP,DFW,1219,835.0,197.0,1
2024,12,23,1,DL,SAN,SEA,1126,1050.0,-1.0,0
2024,11,3,7,OO,ORD,LEX,1045,323.0,-11.0,0
2024,4,30,2,AA,ONT,PHX,1555,325.0,-9.0,0
2024,5,29,3,WN,SAT,ATL,635,874.0,6.0,0
2024,6,5,3,WN,DAL,HOU,1600,239.0,24.0,1
2024,7,28,7,OO,GRB,ORD,1052,173.0,-5.0,0
2024,3,29,5,NK,MCO,BWI,2130,787.0,-3.0,0
2024,5,19,7,AA,BOS,MIA,900,1258.0,-6.0,0
2024,3,10,7,AA,DCA,ORD,1230,612.0,1.0,0
2024,11,25,1,DL,ATL,LAX,915,1947.0,5.0,0
2024,11,30,6,OO,FAT,SLC,600,501.0,-6.0,0
2024,11,16,6,YX,DLH,ORD,1506,397.0,-3.0,0
2024,8,12,1,OO,CIU,MSP,710,435.0,0.0,0
2024,2,20,2,DL,DTW,CMH,2145,155.0,-4.0,0
2024,10,18,5,AS,DFW,SEA,1253,1660.0,-5.0,0
2024,12,18,3,WN,GSP,ATL,1405,153.0,-4.0,0
2024,12,11,3,OH,CLT,CVG,1000,335.0,-6.0,0
2024,9,22,7,OO,SFO,TUS,1015,751.0,16.0,0
2024,8,28,3,DL,ATL,BUF,1443,712.0,-2.0,0
2024,10,29,2,AA,PHX,TPA,922,1788.0,-8.0,0
2024,8,5,1,OO,PDX,BOI,1450,344.0,-7.0,0
2024,10,27,7,DL,JFK,MIA,700,1089.0,8.0,0
